name,homo_energy,homo_minus_1,lumo_energy,lumo_plus_1,hl_gap,energy,f_plus_P1,f_minus_P1,f_zero_P1,f_plus_P2,f_minus_P2,f_zero_P2,f_plus_Au1,f_minus_Au1,f_zero_Au1,f_plus_Au2,f_minus_Au2,f_zero_Au2,f_plus_I,f_minus_I,f_zero_I,f_plus_C,f_minus_C,f_zero_C,IP_shift,IP,EA_shift,EA,c_Mulli_P1,c_CM5_P1,c_Mulli_P2,c_CM5_P2,c_Mulli_Au1,c_CM5_Au1,c_Mulli_Au2,c_CM5_Au2,c_Mulli_I,c_CM5_I,c_Mulli_C,c_CM5_C,AtomNum,Weight,HOMO,HOMO_number,LUMO,HOMO_LUMO_Gap,ODI_HOMO_1,ODI_HOMO,ODI_LUMO,ODI_LUMO_Add1,ODI_Mean,ODI_Std,Farthest_Distance,Mol_Radius,Mol_Size_Short,Mol_Size_2,Mol_Size_L,Length_Ratio,Len_Div_Diameter,MPP,SDP,Dipole_Moment,Quadrupole_Moment,Octopole_Moment,Volume,Density,ESPmin,ESPmax,Overall_Surface_Area,Pos_Surface_Area,Neg_Surface_Area,Overall_Average,Pos_Average,Neg_Average,Overall_Variance,Nu,Pi,MPI,Nonpolar_Area,Polar_Area,ALIEmin,ALIEmax,ALIE_Ave,ALIE_Var,LEAmin,LEAmax,LEA_Ave,LEA_Var,Bond_Au_Au,Bond_Au_I,Bond_Au_C,Bond_C_I,Angle_C_Au_I,Bond_P_Au_1,Bond_P_Au_2,Bond_P_P,Dihedral_P_Au_Au_P,bv_Au_1,bv_Au_2,bv_P_1,bv_P_2,bv_I,bv_C,disp_area,disp_volume,disp_p_int,pyr_p_Au_1,pyr_P_angle_Au_1,pyr_p_Au_2,pyr_P_angle_Au_2,pyr_p_P_1,pyr_P_angle_P_1,pyr_p_P_2,pyr_P_angle_P_2,pyr_p_I,pyr_P_angle_I,pyr_p_C,pyr_P_angle_C,sasa_area,sasa_volume,sasa_Au_1,sasa_Au_2,sasa_P_1,sasa_P_2,sasa_I,sasa_C,Mayer_Bo,Atom_connec,h_volume,l_volume,h_shell_s,h_shell_p,h_shell_d,h_shell_f,l_shell_s,l_shell_p,l_shell_d,l_shell_f,Hirshfeld_c_P_1,Hirshfeld_c_P_2,Hirshfeld_c_Au_1,Hirshfeld_c_Au_2,Hirshfeld_c_I,Hirshfeld_c_C,Mulliken_pop_P_1,Mulliken_pop_P_2,Mulliken_pop_Au_1,Mulliken_pop_Au_2,Mulliken_pop_I,Mulliken_pop_C,Pop_type_s_Au_1,Pop_type_p_Au_1,Pop_type_d_Au_1,Pop_type_f_Au_1,Pop_type_s_Au_2,Pop_type_p_Au_2,Pop_type_d_Au_2,Pop_type_f_Au_2,Pop_type_s_C,Pop_type_p_C,Pop_type_d_C,Pop_type_f_C,Pop_type_s_I,Pop_type_p_I,Pop_type_d_I,Pop_type_f_I,Atom_d_m_X_Au_1,Atom_d_m_Y_Au_1,Atom_d_m_Z_Au_1,Atom_d_m_Au_1,Atom_d_m_X_Au_2,Atom_d_m_Y_Au_2,Atom_d_m_Z_Au_2,Atom_d_m_Au_2,Atom_d_m_X_C,Atom_d_m_Y_C,Atom_d_m_Z_C,Atom_d_m_C,Atom_d_m_X_I,Atom_d_m_Y_I,Atom_d_m_Z_I,Atom_d_m_I,d_m_X,d_m_Y,d_m_Z,Hirshfeld_ob_h_Au_1,Hirshfeld_ob_h_Au_2,Hirshfeld_ob_h_C,Hirshfeld_ob_h_I,Hirshfeld_ob_l_Au_1,Hirshfeld_ob_l_Au_2,Hirshfeld_ob_l_C,Hirshfeld_ob_l_I
di_pn_fluoroform_2,-13.8765,-13.9059,-12.1769,-11.9967,1.6997,-119.823495033166,0.147,0.039,0.093,0.099,0.054,-0.028,0.049,0.049,0.049,0.01,0.025,0.017,0.105,0.114,0.11,0.026,0.007,0.016,4.8455,11.8391,4.8455,5.9882,0.06284,-0.09925,0.05394,-0.14385,0.12725,0.28574,0.16982,0.33,0.01639,0.00426,-0.03863,-0.08262,45,1062.47679,-0.414793,104,-0.331983,0.08281,33.32,15.28,9.78,9.63,17.0025,9.692085366421407,40.0,6.992,10.395,11.077,13.13,0.3794578348072366,0.9389302059496568,1.568475,7.371488,10.587644,34.65604,307.3816,3258.96544,3.6533,-55.51795,83.39892,1533.15119,967.92908,565.22212,0.00616862,0.02473982,-0.02563411,0.00113014,0.22565368,0.02420166,0.68217626,44.95,55.05,11.2626,20.25164,0.57464724,0.00545144,-16.20111,3.55048,-0.0361056,0.017863,2.874510152904412,2.643733827060591,2.226450306858528,2.49059809635076,60.79939678436924,2.503220070840265,2.285388772832942,2.971601660850819,-36.9516825253746,0.8326966082743198,0.6176737793514723,0.9081485277674244,0.9142110044726052,0.3665789228475587,0.7940213846440551,490.282314400032,550.2098260101005,24.684097094791927,1.1328077892859734,8.742064720980531,0.0433466804996116,2.94542062708572,0.9701290501036274,8.17813555449718,0.9334937156139193,7.557475997429211,1.2882978142579489,12.779321633976894,1.9838707594024148,8.024409461136782,628.8269443762883,1174.990653616189,1.0699777818787546,23.43951327779259,0.0,0.0,57.05128932629823,0.2800065423080319,,,103.3911,68.84168,4.148,65.052,30.8,0.0,9.494,78.253,12.253,0.0,0.13127872,0.13053533,0.49574007,0.39169549,-0.01645068,-0.18892619,0.06283821,0.05393565,0.12724898,0.16981885,0.01639192,-0.0386324,0.661,0.623,9.5887,0.0,0.7865,0.5349,9.5088,0.0,1.1864,2.8522,0.0,0.0,2.0271,4.9162,0.0402,0.0,-0.399959,0.040523,0.367604,0.54474,-0.02167,-0.002511,-0.135423,0.137169,-0.156325,0.084652,0.036338,0.18145,-0.253541,0.240012,0.048023,0.352413,-0.32534,2.105778,-1.877515,19.646,13.905,5.602,27.599,10.058,11.838,17.27,17.551
di_pn_furan_1,-12.8438,-12.8523,-11.135,-10.7612,1.7088,-111.156761158864,0.05,0.066,0.058,0.075,0.048,-0.022,0.058,0.049,0.054,0.009,0.029,0.019,0.111,0.083,0.097,0.044,0.001,0.022,4.8455,10.5566,4.8455,5.0168,0.0968,-0.12548,0.09011,-0.14429,0.14345,0.33946,0.13338,0.30607,-0.01784,-0.02989,-0.04347,-0.08759,61,1054.7177,-0.380705,104,-0.299521,0.081184,27.4,14.01,9.22,8.87,14.874999999999998,7.511040207587761,52.0,7.221,11.458,12.371,13.9,0.3684168676614806,0.9624705719429442,1.643963,8.224866,13.0187,40.238043,376.3937,4040.17995,2.9254,-71.9261,48.82973,1888.03063,1170.41865,717.61199,0.0029048,0.02491164,-0.03298815,0.00125994,0.18009438,0.02736543,0.76141261,36.74,63.26,10.48283,18.88689,0.54916163,0.00415476,-18.6756,3.74939,-0.0120611,0.021622,2.874654294167996,2.64111952440696,2.2234732867488067,2.492753261650249,60.935959443461165,2.32332644788796,2.2477650861365155,2.952076600494532,-39.41371666213498,0.8594798266865449,0.6644614237793515,0.9112176202012672,0.8988655423033918,0.3663226798360045,0.8017610883339545,607.0445731813801,687.1111028612703,26.498400227483497,0.8924005425601094,8.1425089001731,0.1164364367313683,3.719614403764112,0.8928807929005861,6.937744417487791,0.8888110544564528,6.886440605326007,1.2966833849581991,12.482220131108557,1.98329116903665,8.025601699497546,714.2106914236052,1373.68759203247,0.0,18.59961377845316,0.0,0.0,56.35127350634365,0.2500058413464485,,,97.02704,65.36273,7.519,61.208,31.273,0.0,8.11,81.872,10.019,0.0,0.18877151,0.19061749,0.53476526,0.39716724,-0.04564274,-0.19663323,0.09680174,0.09010588,0.14344841,0.13338289,-0.01783773,-0.04347278,0.6999,0.6189,9.5377,0.0,0.8131,0.4973,9.5562,0.0,1.19,2.8535,0.0,0.0,2.0279,4.9512,0.0387,0.0,-0.336006,0.110614,0.352514,0.499401,-0.127697,-0.074832,-0.160356,0.218221,-0.177253,0.078542,0.030223,0.196217,-0.26852,0.205052,0.022269,0.338593,-0.19577,1.73871,-1.643012,22.364,14.661,4.014,23.113,8.148,7.55,17.839,18.527
di_pn_furan_3,-12.8554,-12.8597,-11.156,-10.7686,1.6994,-111.159886884375,0.046,0.057,0.052,0.081,0.046,-0.022,0.054,0.044,0.049,0.008,0.026,0.017,0.105,0.077,0.091,0.041,0.001,0.021,4.8455,10.4807,4.8455,4.95,0.07903,-0.13519,0.06745,-0.15942,0.1447,0.34023,0.11926,0.29056,-0.01591,-0.02797,-0.04011,-0.08415,61,1054.7177,-0.380611,104,-0.298629,0.081982,26.49,14.12,8.81,6.53,13.9875,7.725782727335787,59.0,7.354,11.367,12.644,13.825,0.3653927476477429,0.9399646450911068,1.702394,8.617651,13.849714,45.619055,226.451,4048.10469,2.9196,-71.25972,30.83258,1945.69265,1194.89025,750.80241,-0.00107263,0.01838184,-0.03203411,0.00109915,0.10514183,0.02391056,0.64354825,42.99,57.01,10.41981,18.63095,0.53970181,0.00330964,-18.42625,3.46021,-0.0275185,0.021295,2.8746867816548614,2.640805264590694,2.2235089416012643,2.492751258728734,60.941004910459945,2.3255373966046378,2.2485725129369967,2.928617539416589,-39.82311688212138,0.8568009224748416,0.6452548453224003,0.9075428624673872,0.8910443067461796,0.3669924058889303,0.801126304509877,625.5176134404272,689.8596946651965,26.58786384913952,0.8920212770011653,8.143389377900359,0.1048596458644619,3.969142127493944,0.8997585171549626,7.027760945962966,0.9127602762651358,7.2058247502008115,1.30171997466218,12.422255819060709,1.9834152250667203,8.02517510838004,731.3340612767795,1390.1553270328748,0.0,19.079603811445494,0.0,0.0099999716421435,56.19126989035404,0.2800065423080319,,,97.07035,63.36557,7.359,61.165,31.476,0.0,8.358,81.028,10.615,0.0,0.18964089,0.17977908,0.53411168,0.38078245,-0.04286876,-0.19307138,0.07902725,0.06745056,0.14469929,0.11925554,-0.01591267,-0.04011312,0.7002,0.6161,9.539,0.0,0.8124,0.5105,9.5579,0.0,1.1897,2.8504,0.0,0.0,2.028,4.9491,0.0388,0.0,-0.310239,0.09591,0.375046,0.496091,-0.14026,-0.049037,-0.144858,0.207512,-0.173943,0.073205,0.042702,0.193491,-0.269587,0.199725,0.045172,0.338538,-0.404202,1.957661,-1.716991,22.31,14.666,4.102,23.367,8.141,7.924,17.588,17.947
di_pn_methane_1,-12.832,-12.8423,-11.2291,-10.8656,1.603,-69.230231761829,0.05,0.064,0.057,0.05,0.052,-0.024,0.072,0.051,0.061,0.012,0.032,0.022,0.131,0.093,0.112,0.052,0.002,0.027,4.8455,10.865,4.8455,5.0495,0.10119,-0.1367,0.09544,-0.16036,0.13362,0.31974,0.12659,0.29366,-0.02137,-0.03337,-0.05264,-0.0969,45,846.59125,-0.379261,68,-0.294756,0.084505,37.98,14.64,11.58,11.5,18.925,11.073999954849194,41.0,6.651,10.103,11.268,12.942,0.3771748316964415,0.972936400541272,1.489113,6.87635,14.846256,39.955336,265.5922,3019.63295,3.1417,-73.53735,50.05168,1435.09401,867.22217,567.87184,0.00158227,0.0291452,-0.04051031,0.0015328,0.19139501,0.03333335,0.91545671,30.82,69.18,10.45091,16.53118,0.52660012,0.00340908,-18.35265,3.50686,-0.0197245,0.021447,2.874341770630358,2.642467724758072,2.2241826462800534,2.492076947808072,60.8862273666127,2.352446973153876,2.2524029459631576,2.9958437772444224,-42.367008104432905,0.8406284942228849,0.5900868896757361,0.8167338333954528,0.7870445862840104,0.3664216828177413,0.7839056093924711,469.4521282656619,509.7645396117777,25.101946700635192,0.8884884991496121,8.265145047000425,0.0394657453155328,3.446161842474189,0.9051643061171556,7.106395185007858,0.900472698738508,7.04174265421055,1.292398581582919,12.538091676443807,1.9835393258134435,8.026906339975827,583.002994552992,1048.0538414531495,0.7099852571345044,28.799401979540374,0.0,0.0,56.60127915632743,0.2900067759618931,,,98.84064,69.33637,6.894,62.66,30.446,0.0,8.851,81.057,10.091,0.0,0.15262041,0.15579498,0.5099552,0.368518,-0.05238763,-0.20720079,0.10119076,0.09543562,0.13362378,0.12659491,-0.02136997,-0.05263813,0.7007,0.6146,9.5511,0.0,0.8173,0.5053,9.5508,0.0,1.1917,2.8609,0.0,0.0,2.0274,4.9506,0.0433,0.0,-0.320842,0.129599,0.366749,0.504223,-0.130046,-0.013359,-0.137074,0.189419,-0.181001,0.085753,0.044917,0.205262,-0.271501,0.208263,0.04882,0.345644,-0.21094,1.486111,-1.633806,21.92,14.064,4.311,24.992,9.119,7.818,20.654,21.357
di_pn_methanol_2,-13.0889,-13.0962,-11.4263,-10.8057,1.6626,-85.617827507602,0.041,0.066,0.053,0.043,0.05,-0.019,0.078,0.05,0.064,0.015,0.031,0.023,0.142,0.089,0.116,0.06,0.002,0.031,4.8455,10.9309,4.8455,5.0136,0.31496,0.18212,0.31013,0.15329,0.12763,0.31604,0.1208,0.29803,-0.02963,-0.04158,-0.06157,-0.10591,49,910.58886,-0.378547,80,-0.291405,0.087142,43.36,14.61,15.64,14.57,22.045,12.313692581837506,43.0,6.979,10.479,11.291,13.55,0.3836353340883352,0.9707694512107752,1.510123,6.999746,10.197232,43.180747,241.4805,3252.96558,3.1368,-69.12112,30.51223,1540.28369,937.15665,603.12703,-0.00077436,0.02035296,-0.03360261,0.00102409,0.11511265,0.02571571,0.69500896,37.22,62.78,10.47015,18.18114,0.53889978,0.004049,-25.86669,3.7906,-0.0523122,0.034247,2.874103032166733,2.6433250813289053,2.224616588959556,2.49183199453149,60.859951966851376,2.3568071168917486,2.2401282162261764,2.91038417091092,-39.9770470129859,0.8509480991427506,0.6554987420797614,0.8400403000372717,0.828590896384644,0.3673534755870294,0.7905213380544167,501.5907166727223,549.3951293904627,24.876669886534334,0.8678125716005477,7.986879669837077,0.0847450848427039,3.917711258055753,0.9306223587625576,7.590329825998331,0.9225232525332424,7.433456588934899,1.707076661223665,15.043948007331654,1.9836101181177448,8.026370780868877,621.5022899725356,1128.2969967481663,0.0,17.46963724245036,0.0,0.0,56.10126785635988,0.2800065423080319,,,99.31647,69.46709,6.026,65.45,28.523,0.0,10.862,77.779,11.359,0.0,0.34819531,0.35270191,0.4950603,0.36816719,-0.064343,-0.21970676,0.31495966,0.31012762,0.12762504,0.1207962,-0.02963098,-0.06157187,0.6952,0.6158,9.5613,0.0,0.8154,0.5091,9.5547,0.0,1.1935,2.8681,0.0,0.0,2.0265,4.9533,0.0498,0.0,-0.308653,0.16877,0.344589,0.492435,-0.154361,-0.0436,-0.144818,0.216103,-0.188176,0.10129,0.035508,0.216635,-0.272052,0.221169,0.031406,0.352015,-0.009679,0.714845,-1.172577,21.574,11.805,4.65,26.214,10.91,8.487,25.559,25.749
di_pn_naphthalene_1,-12.4811,-12.4955,-10.7705,-10.3294,1.7106,-154.511300143387,0.033,0.043,0.038,0.056,0.034,-0.015,0.042,0.028,0.035,0.007,0.015,0.011,0.083,0.048,0.065,0.032,-0.0,0.016,4.8455,9.9014,4.8455,5.0375,0.09257,-0.13896,0.08916,-0.15063,0.15784,0.35829,0.15402,0.32808,0.00309,-0.00897,-0.02022,-0.06441,97,1295.10479,-0.390103,148,-0.314632,0.0754709999999999,13.36,12.77,4.64,3.29,8.515,4.579718877835188,94.0,9.563,11.802,16.015,16.255,0.3688282809947359,0.8498902018195126,1.865369,9.175475,12.044447,35.237906,403.1203,5899.60492,2.46,-63.81725,41.37541,2619.4856,1511.98955,1107.49605,0.00090734,0.0160619,-0.01978217,0.00080663,0.15326537,0.0175119,0.4798672,63.33,36.67,10.97188,16.93873,0.53695394,0.00132299,-18.91582,5.85893,0.0078777,0.019098,2.87471155776116,2.640687293896299,2.222359203544345,2.493817439435177,60.98481828808266,2.30616746176908,2.245545612672149,2.9467604776831475,-37.35949090521918,0.8664740961610138,0.6813792862467387,0.9240938315318672,0.9118465803205368,0.3693160641073425,0.8082370480805069,841.8197038159248,1001.1468597144044,27.40474543578761,0.8940247914198329,8.15444381552526,0.0425402340455437,3.9777344448623406,0.8786716306953055,6.767638274863573,0.870717463166402,6.677579887212725,1.2920663051567167,12.363496835268782,1.9855382294614197,8.027685627682132,970.016943316162,1925.6621862279355,0.0,15.989667974057308,0.0,0.0,55.731259494383885,0.2700063086541708,,,91.56507,53.19852,10.147,57.222,32.631,0.0,6.183,85.079,8.738,0.0,0.18267372,0.19797247,0.56478681,0.42956727,-0.01432952,-0.16783539,0.09256523,0.08915655,0.15784109,0.15401587,0.00309098,-0.02022496,0.715,0.6052,9.522,0.0,0.8313,0.4618,9.5529,0.0,1.1863,2.8339,0.0,0.0,2.0294,4.9387,0.0288,0.0,-0.285815,0.091505,0.366245,0.473496,-0.090296,-0.078947,-0.172055,0.209735,-0.153642,0.068279,0.035497,0.171837,-0.248605,0.201782,0.038851,0.322537,-0.56747,2.368794,-1.639383,21.274,19.136,3.542,17.774,5.447,5.018,11.945,12.3
di_pn_naphthalene_3,-12.5264,-12.5429,-10.9021,-10.4315,1.6243,-154.501927012319,0.038,0.038,0.038,0.041,0.034,-0.015,0.044,0.021,0.032,0.007,0.009,0.008,0.088,0.041,0.064,0.033,-0.0,0.017,4.8455,10.0418,4.8455,5.1087,0.09781,-0.1302,0.09148,-0.15615,0.15042,0.33448,0.16684,0.35458,0.00514,-0.00678,-0.02269,-0.06824,97,1295.10479,-0.392612,148,-0.315699,0.076913,6.96,12.94,7.25,4.79,7.984999999999999,3.0145853777924416,78.0,8.748,12.991,14.602,16.392,0.3726725019893145,0.9368998628257889,2.285487,10.555783,11.709361,29.243762,365.8651,5804.78506,2.5001,-67.33869,37.45542,2594.57573,1413.19498,1181.38075,-0.00196145,0.01517784,-0.02246387,0.00086845,0.10681607,0.01874765,0.50328453,59.59,40.41,11.18147,16.76941,0.53611098,0.00129012,-19.43551,4.91886,0.0096586,0.018375,2.87322567548083,2.645632245733668,2.22388221553039,2.4926951253410152,60.85143938041256,2.374771417073352,2.244117322378578,3.056441097115909,-56.90040206051675,0.8945210585165859,0.7498660547894148,0.9669795937383526,0.9521407938874394,0.3550188688035781,0.8252772083488632,836.7912737792442,986.5522228911024,28.06423527983251,0.8728507996761442,8.209859536733417,0.1023777008728841,3.4620386957598197,0.8524244683210696,6.5788436289293095,0.8449265653197922,6.378735411036349,1.7073090190824811,15.045777548795131,1.982395414272319,8.02833799109616,950.6176226175182,1913.732891102148,0.0,8.179830145577794,0.0,0.0,56.90128593630797,0.2700063086541708,,,89.97176,53.42036,10.429,56.321,33.25,0.0,6.267,83.754,9.978,0.0,0.19639971,0.21023582,0.55272557,0.47070718,-0.0211605,-0.16987031,0.09781246,0.09148247,0.1504201,0.16684378,0.00514098,-0.02268559,0.7164,0.5737,9.5595,0.0,0.8267,0.4444,9.5621,0.0,1.1873,2.8354,0.0,0.0,2.0288,4.9359,0.0302,0.0,-0.213182,0.148225,0.328728,0.418903,-0.183771,-0.101059,-0.094152,0.22989,-0.109509,0.132041,0.044613,0.177249,-0.170624,0.294475,0.030598,0.341708,-0.458541,1.047525,-2.151657,20.055,20.867,3.428,17.938,6.423,4.256,16.254,17.863
di_pn_nitrobenzene_7,-13.4485,-13.4615,-12.0466,-11.9973,1.402,-157.89738369446,0.041,0.046,0.043,0.045,0.04,-0.015,0.018,0.04,0.029,-0.0,0.022,0.011,0.045,0.075,0.06,0.008,0.002,0.005,4.8455,11.2696,4.8455,6.5069,0.09018,-0.13526,0.08787,-0.14688,0.16489,0.3586,0.16726,0.34029,0.05126,0.03922,0.00373,-0.04039,81,1274.85978,-0.439554,144,-0.366844,0.07271,17.36,12.77,3.05,5.63,9.7025,5.676439795329464,71.0,8.596,12.1,15.264,16.315,0.3735204560543969,0.948987901349465,1.741997,8.835092,11.76311,46.219017,2892.2461,5164.68899,2.7661,-67.09357,71.07826,2353.9019,1781.21861,572.68329,0.02285725,0.04703444,-0.05234112,0.00115262,0.23536901,0.03804,1.31500387,7.51,92.49,12.53567,20.3815,0.59003367,0.00199861,-17.20863,8.02042,0.0179537,0.024074,2.8745886133313765,2.641615863771753,2.224647051129355,2.4916288178274124,60.88372732499195,2.3300579856848844,2.254804589316128,2.9408556642861026,-39.20679103561358,0.862939107342527,0.6842678438315318,0.9240880078270592,0.9131976798360044,0.3662877376071561,0.8074042582929557,752.0544550530642,877.3150950353545,26.942794957265928,0.8803752558225815,8.045341482639547,0.0331864097731626,3.8500561457031326,0.8908930679173305,6.924228836997714,0.8768625811364245,6.751877160050665,1.297248879669069,12.492837326187487,1.9837573238977395,8.025898866714767,894.2625909905565,1757.689235199093,0.0,15.289682509276815,0.0,0.0,56.37127395834234,0.3000070096157408,,,92.06128,62.66885,9.933,56.299,33.768,0.0,3.915,89.466,6.619,0.0,0.18048713,0.20238957,0.58280336,0.44621845,0.03547861,-0.13854419,0.09017596,0.08787469,0.16488882,0.16725644,0.0512624,0.00373297,0.7121,0.6055,9.5175,0.0,0.841,0.4528,9.5389,0.0,1.1808,2.8155,0.0,0.0,2.0298,4.9021,0.0169,0.0,-0.279658,0.13194,0.330438,0.452555,-0.083568,-0.102957,-0.159599,0.207499,-0.113106,0.091957,0.010498,0.146148,-0.203612,0.265042,-0.016096,0.33461,-0.655754,2.928515,-2.291477,20.231,20.756,4.008,16.76,2.949,2.964,5.642,5.748
di_pn_NN-dimethylaniline_7,-11.8227,-11.8599,-10.3065,-9.8067,1.5162,-155.228168123564,0.029,0.04,0.034,0.052,0.034,-0.016,0.065,0.016,0.04,0.013,0.006,0.009,0.112,0.031,0.071,0.05,-0.001,0.024,4.8455,8.9852,4.8455,4.2688,0.09537,-0.13906,0.08964,-0.15258,0.14618,0.35035,0.13064,0.30568,-0.03449,-0.04653,-0.04479,-0.08901,105,1267.141,-0.355724,148,-0.276486,0.0792379999999999,8.74,12.71,9.11,7.37,9.4825,1.9729087029054335,101.0,9.283,12.632,16.517,16.976,0.3680433604336043,0.9143595820316708,1.910576,9.267402,19.106204,71.298665,1288.8302,6042.4503,2.3499,-85.20218,30.23361,2729.44422,1413.6551,1315.78912,-0.00570151,0.02062096,-0.03398179,0.00110691,0.08734569,0.02759511,0.73639031,33.17,66.83,9.84789,17.04747,0.53096699,0.00246531,-20.26197,3.32317,-0.0033034,0.021533,2.874580780140615,2.640540836585872,2.220891728043287,2.4953111069002003,61.04441257208572,2.2983418444893147,2.241382192406766,2.960525475841873,-38.43359682318962,0.8684949217294073,0.6822644893775625,0.9226146105106224,0.911072027581066,0.3698809634737234,0.8077129146477824,875.8757715516227,1024.560826886029,26.253705850559644,0.901480578794108,8.138325710008402,0.057723078012616,4.032036598484879,0.8728135759797139,6.6944813467986135,0.862443911687846,6.585420646301293,1.2943697034811952,12.312430603817274,1.9847645476590563,8.027518064842386,990.835582603846,1958.3703819013413,0.0,16.029667143473343,0.0,0.0,55.61125678239167,0.2600060750003096,,,92.41684,62.12575,9.429,60.449,30.122,0.0,8.601,81.766,9.633,0.0,0.18061861,0.19094741,0.53924464,0.4061567,-0.05750049,-0.19808343,0.09536738,0.08963629,0.14617788,0.13063763,-0.03448521,-0.0447882,0.7092,0.6126,9.532,0.0,0.819,0.4825,9.5679,0.0,1.1914,2.8534,0.0,0.0,2.0285,4.9671,0.0389,0.0,-0.313022,0.11185,0.374083,0.500432,-0.112271,-0.063065,-0.164403,0.208831,-0.183988,0.071777,0.040653,0.201634,-0.263609,0.184149,0.046505,0.324905,-0.104316,1.486984,-1.499536,22.778,14.619,3.291,20.033,8.29,7.068,18.071,18.507
di_pn_oxolane_1,-12.9261,-12.9395,-11.2529,-10.7408,1.6731,-119.37206120834,0.042,0.058,0.05,0.047,0.042,-0.02,0.074,0.034,0.054,0.014,0.027,0.02,0.131,0.062,0.096,0.056,0.0,0.028,4.8455,10.6504,4.8455,5.1454,0.10097,-0.12299,0.09585,-0.14887,0.12701,0.30297,0.14396,0.32354,-0.01338,-0.0254,-0.05238,-0.09699,77,1070.84475,-0.3846,112,-0.301732,0.082868,45.05,13.91,11.28,12.4,20.66,14.112464348936369,63.0,7.926,12.214,12.222,15.694,0.3910789932718664,0.9900328034317436,1.797805,7.967478,14.418274,35.413578,404.7904,4433.32654,2.7067,-73.03446,57.13708,1842.02675,1116.09154,725.93521,0.00141647,0.02708681,-0.03805048,0.00131521,0.18495598,0.03112553,0.85464271,30.02,69.98,10.72798,17.72302,0.54691854,0.00273828,-19.42517,3.69503,0.0058857,0.02107,2.874252109383572,2.6442382149148265,2.224605631572848,2.4919086576200904,60.84630525765539,2.365272871521263,2.249733592166397,3.0876238542579846,-42.97981354404328,0.867184588147596,0.758729733507268,0.9421647875512486,0.9421473164368244,0.3619956671636228,0.8062802832650019,601.4075148577516,742.7956031465166,24.914266591744635,1.141525487994146,8.86560884545683,0.0085946166931642,0.2053720711102889,0.876118202081212,6.866910026445099,0.8733759000378475,6.730094906941457,1.70717813517718,15.04441492473524,1.9865406295245016,8.030117872218861,730.721021174753,1418.2689943903297,0.0,4.619904067551277,0.0,0.0,56.671280738322885,0.2600060750003096,,,97.01439,69.73144,7.648,60.562,31.79,0.0,9.245,80.777,9.979,0.0,0.16664625,0.17540428,0.50354279,0.43755122,-0.04615733,-0.2055285,0.10097134,0.09584961,0.12700502,0.1439602,-0.01337512,-0.05238002,0.715,0.6032,9.5548,0.0,0.8106,0.4699,9.5755,0.0,1.1916,2.8608,0.0,0.0,2.0274,4.9442,0.0417,0.0,-0.369665,0.131418,0.282701,0.483573,-0.071486,-0.055151,-0.137223,0.164262,-0.175732,0.103,0.031783,0.206157,-0.255017,0.238365,0.018363,0.349555,0.014052,1.167982,-1.740596,21.117,16.644,3.88,22.766,8.968,7.019,20.584,21.514
di_pn_oxolane_3,-12.6329,-12.6475,-10.9487,-10.6365,1.6842,-119.40028905618,0.041,0.059,0.05,0.048,0.049,-0.021,0.07,0.044,0.057,0.013,0.028,0.02,0.122,0.075,0.099,0.053,0.002,0.027,4.8455,10.2983,4.8455,4.7577,0.09494,-0.12722,0.0814,-0.14887,0.1394,0.32828,0.14214,0.31666,-0.02953,-0.04161,-0.03863,-0.08266,77,1070.84475,-0.370205,112,-0.28753,0.082675,36.01,13.9,10.44,11.15,17.875,10.54968838402348,60.0,7.759,11.847,12.697,15.318,0.3842757513421303,0.9871117412037632,1.669358,8.028335,15.054406,44.288055,216.0284,4504.66397,2.6638,-77.82352,44.24202,1978.83762,1184.02913,794.80849,-0.00208763,0.02189831,-0.03781959,0.00127348,0.11809241,0.02874817,0.7698961,32.92,67.08,10.31914,17.65572,0.53598125,0.00284631,-18.98406,3.29336,-0.0027808,0.020647,2.8746806530589524,2.641586719462418,2.2234659802510017,2.4930735897276617,60.93680791738013,2.3298244801106445,2.2499133874153325,3.017972591629013,-40.11909587973564,0.8599224282519567,0.6898120108087962,0.9396256522549384,0.9177052273574358,0.3646745713753261,0.8089125978382408,650.2768830949069,760.1307523842047,25.23135247061853,0.8897661010623226,8.664728542651725,0.0616273930029308,2.478082317180308,0.868119666985209,6.671537679255157,0.8507862215773319,6.491349282958997,1.7071918833151083,15.0439435832606,1.9831630522523456,8.024620692001369,749.7431358390864,1457.1531985626507,0.0099997923540132,6.779859216016795,0.0,0.0,56.81128390231381,0.2500058413464485,,,96.94698,69.40378,7.591,60.761,31.647,0.0,8.347,82.153,9.5,0.0,0.16831008,0.16439918,0.50659346,0.40742726,-0.0566321,-0.19481836,0.09494299,0.0814003,0.1393967,0.14214192,-0.02953483,-0.03863292,0.7128,0.6081,9.5396,0.0,0.814,0.4888,9.555,0.0,1.1893,2.8493,0.0,0.0,2.028,4.9593,0.0422,0.0,-0.380889,0.206675,0.263977,0.50742,-0.051824,-0.056498,-0.149645,0.168141,-0.169173,0.102656,-0.00082,0.197885,-0.257215,0.227511,-0.030708,0.344766,0.435914,1.000973,-1.550995,21.95,15.704,4.256,22.432,8.675,7.147,19.208,19.468
